ver_id,id
399165,2184
389764,2184
389764,2187
422181,2184
422181,2187
432700,2184
432700,2192
432700,2714
386433,2187
403423,2187
403763,2200
369734,2188
399023,2188
417134,2188
498742,2188
473068,2189
400923,2191
397236,2193
391554,2194
406911,2195
403830,2182
403830,2186
403830,2198
403830,2204
378114,2199
403039,2178
403039,2201
378408,2202
391592,2203
429878,2184
429878,2709
592290,2665
153064,2180
153064,2188
153064,2199
153064,2203
39738,2184
153058,2184
303403,2184
101831,2187
153060,2187
498955,2184
498955,2195
103629,2188
103629,2193
103629,2199
101764,2184
50312,2181
90960,2180
21187,2184
21188,2184
21189,2184
21190,2184
243672,2184
76954,2187
23955,2188
191791,2193
189052,2195
90610,2180
28250,2199
90949,2199
165453,2203
436293,2181
465438,2180
529468,2183
434387,2184
481180,2187
448346,2188
445695,2191
450843,2193
527563,2194
569235,2195
579369,2184
474107,2199
435540,2200
533957,2202
444739,2203
581613,2665
483436,2181
602991,2180
296361,2184
371259,2184
396830,2187
487032,2188
527441,2194
440293,2195
397679,2199
581352,2202
478724,2203
600760,2181
165641,2184
369434,2184
196109,2187
187733,2188
392972,2188
240860,2193
401661,2193
271654,2194
287390,2195
189758,2199
204079,2203
48135,2181
92827,2180
20641,2184
425241,2184
588298,2184
93279,2184
93279,2188
25734,2187
507641,2187
24435,2188
416750,2188
25329,2193
70275,2194
132992,2195
558462,2195
175636,2199
502553,2199
256827,2200
467231,2200
29703,2202
354138,2202
186514,2203
495250,2203
533736,2183
517033,2184
519861,2187
520180,2188
583743,2191
520991,2193
551017,2194
518692,2195
518011,2199
549453,2203
424593,2180
314273,2184
355386,2187
342515,2188
410554,2188
377374,2191
363652,2193
554556,2194
456164,2195
367869,2199
465945,2199
493980,2199
435549,2200
375355,2202
445263,2203
472842,2181
275263,2183
250684,2184
356049,2184
427332,2184
556722,2184
250930,2187
241107,2188
288647,2188
293185,2194
457514,2195
304668,2199
373294,2203
416700,2180
416701,2180
562425,2184
582320,2184
158161,2184
305097,2184
187905,2184
271247,2184
194989,2187
407121,2187
557041,2188
185175,2188
194490,2188
251877,2188
374636,2191
197071,2193
493207,2193
554555,2194
253138,2195
519358,2195
598039,2188
469854,2188
531387,2188
